id;timestamp;cpu_uso;cpu_frecuencia;mem_fisica;mem_swap;interface_nombre;data_down;data_up;conexiones_activas;disk_uso_percent;procesos_nombres;procesos_cpu_uso;procesos_memoria
71;2025-04-11 22:28:02;58.28,100.00;2300,2300;81.0;4.0;Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2;0.00,55.46,55.46;0.00,5.23,5.23;118;19.9145565032959;firefox.exe,audiodg.exe,firefox.exe,plugin-container.exe,firefox.exe;6.22,4.76,4.54,3.91,3.80;210.94,47.26,320.43,93.61,109.34
72;2025-04-11 22:33:03;54.01,87.07;2300,2300;77.0;5.0;Wi-Fi 2,Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;87.49,0.00,87.49;7.33,0.00,7.33;109;19.914791107177734;firefox.exe,audiodg.exe,plugin-container.exe,firefox.exe,firefox.exe;6.71,6.14,5.05,4.12,3.69;236.30,46.68,110.10,336.69,121.73
73;2025-04-11 22:38:04;63.24,67.64;2300,2300;74.0;4.0;Wi-Fi 2,Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;149.11,0.00,149.11;9.90,0.00,9.90;109;19.91483497619629;audiodg.exe,firefox.exe,plugin-container.exe,firefox.exe,firefox.exe;7.06,7.04,6.67,3.87,3.70;46.66,219.19,89.57,314.62,101.16
74;2025-04-11 22:43:05;81.55,67.75;2300,2300;73.0;5.0;Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2;0.00,212.72,212.72;0.00,12.57,12.57;110;19.914958953857422;audiodg.exe,plugin-container.exe,firefox.exe,firefox.exe,firefox.exe;7.68,7.51,7.23,3.75,3.70;46.61,109.93,243.41,114.59,285.48
75;2025-04-11 22:48:07;92.97,85.10;2300,2300;71.0;4.0;Ethernet 2,Wi-Fi 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;0.00,288.46,288.46;0.00,15.54,15.54;103;19.914993286132812;plugin-container.exe,audiodg.exe,firefox.exe,firefox.exe,firefox.exe;8.19,8.11,7.38,3.74,3.64;95.83,30.88,216.05,97.70,278.85
76;2025-04-11 22:53:08;100.00,100.00;2300,2300;72.0;5.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2,Ethernet 2;314.07,314.07,0.00;17.36,17.36,0.00;91;19.915096282958984;audiodg.exe,plugin-container.exe,firefox.exe,firefox.exe,firefox.exe;8.54,8.24,7.54,3.77,3.60;30.88,103.59,222.77,106.57,281.41
77;2025-04-11 22:58:08;44.56,86.69;2300,2300;70.0;5.0;Wi-Fi 2,Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;346.32,0.00,346.32;19.28,0.00,19.28;91;19.91520118713379;audiodg.exe,plugin-container.exe,firefox.exe,firefox.exe,firefox.exe;8.83,8.34,7.60,3.78,3.49;30.85,61.88,215.98,98.28,262.39
78;2025-04-11 23:03:09;77.60,63.08;2300,2300;71.0;5.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2,Ethernet 2;383.08,383.08,0.00;21.34,21.34,0.00;91;19.915319442749023;audiodg.exe,plugin-container.exe,firefox.exe,firefox.exe,firefox.exe;9.07,8.46,7.72,3.79,3.43;30.84,55.19,208.64,89.73,263.82
79;2025-04-11 23:08:10;78.16,73.91;2300,2300;70.0;5.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2,Ethernet 2;415.04,415.04,0.00;23.21,23.21,0.00;89;19.91544532775879;audiodg.exe,plugin-container.exe,firefox.exe,firefox.exe,firefox.exe;9.30,8.42,7.78,3.74,3.37;30.84,47.21,199.88,92.32,259.70
80;2025-04-11 23:13:11;43.86,93.34;2300,2300;72.0;6.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2,Ethernet 2;441.76,441.76,0.00;25.09,25.09,0.00;96;19.915576934814453;audiodg.exe,plugin-container.exe,firefox.exe,firefox.exe,firefox.exe;9.31,8.23,7.83,3.73,3.31;46.72,50.12,202.57,89.45,265.52
81;2025-04-11 23:18:12;81.01,55.70;2300,2300;72.0;6.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Ethernet 2,Wi-Fi 2;485.77,0.00,485.77;27.17,0.00,27.17;100;19.91554832458496;audiodg.exe,plugin-container.exe,firefox.exe,firefox.exe,firefox.exe;9.41,8.35,7.85,3.69,3.28;30.89,56.43,211.22,93.06,260.34
82;2025-04-11 23:23:14;100.00,100.00;2300,2300;73.0;6.0;Wi-Fi 2,Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;535.81,0.00,535.81;29.41,0.00,29.41;94;19.9156494140625;audiodg.exe,plugin-container.exe,firefox.exe,firefox.exe,firefox.exe;9.46,8.62,7.86,3.68,3.28;30.84,56.75,218.64,94.25,277.00
83;2025-04-11 23:28:15;58.44,78.76;2300,2300;74.0;7.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2,Ethernet 2;594.42,594.42,0.00;32.23,32.23,0.00;92;19.915714263916016;audiodg.exe,plugin-container.exe,firefox.exe,firefox.exe,firefox.exe;9.53,8.76,7.90,3.68,3.25;46.76,59.83,239.38,93.06,282.16
84;2025-04-11 23:33:15;99.51,99.77;2300,2300;72.0;6.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Ethernet 2,Wi-Fi 2;635.08,0.00,635.08;34.30,0.00,34.30;92;19.915830612182617;audiodg.exe,plugin-container.exe,firefox.exe,firefox.exe,firefox.exe;9.62,8.88,7.98,3.67,3.24;46.55,39.94,179.66,78.67,285.79
85;2025-04-12 08:12:41;0.00,74.58;2300,2300;63.0;0.0;Wi-Fi 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Ethernet 2;2.17,2.17,0.00;0.55,0.55,0.00;188;19.906494140625;Spotify.exe,Spotify.exe,explorer.exe,svchost.exe,CrossDeviceService.exe;7.93,6.51,3.03,1.98,1.87;347.80,217.03,143.80,44.45,72.20
86;2025-04-12 08:17:43;100.00,100.00;2300,2300;75.0;0.0;Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2;0.00,2.95,2.95;0.00,0.89,0.89;107;19.928312301635742;Spotify.exe,Spotify.exe,explorer.exe,svchost.exe,CrossDeviceService.exe;2.35,1.96,0.95,0.55,0.52;246.12,214.72,145.54,42.24,73.13
87;2025-04-12 10:05:24;100.00,100.00;2300,2300;74.0;0.0;Wi-Fi 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Ethernet 2;3.79,3.79,0.00;1.05,1.05,0.00;101;19.928787231445312;Spotify.exe,monitor_sistema_per.exe,Spotify.exe,svchost.exe,explorer.exe;5.06,2.74,2.53,2.38,2.38;216.70,13.45,41.86,44.20,154.37
88;2025-04-12 10:07:19;100.00,100.00;2300,2300;86.0;3.0;Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2;0.00,11.97,11.97;0.00,2.06,2.06;146;19.92681884765625;explorer.exe,Code.exe,Code.exe,firefox.exe,Code.exe;2.07,1.62,1.19,0.93,0.88;192.64,227.87,258.36,277.21,129.96
89;2025-04-12 10:12:23;97.62,99.89;2300,2300;82.0;18.0;Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2;0.00,18.42,18.42;0.00,8.13,8.13;93;19.933006286621094;Code.exe,firefox.exe,firefox.exe,explorer.exe,Code.exe;3.51,2.11,1.80,1.61,1.29;221.07,259.14,260.40,136.15,495.57
90;2025-04-12 10:17:25;69.09,79.35;2300,2300;86.0;25.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2,Ethernet 2;19.78,19.78,0.00;32.19,32.19,0.00;79;19.93354034423828;Code.exe,firefox.exe,firefox.exe,Code.exe,explorer.exe;2.82,2.11,1.95,1.76,1.66;190.61,237.34,239.74,154.97,212.96
91;2025-04-12 10:22:27;100.00,100.00;2300,2300;86.0;27.0;Ethernet 2,Wi-Fi 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;0.00,21.20,21.20;0.00,57.58,57.58;65;19.933650970458984;firefox.exe,Code.exe,firefox.exe,firefox.exe,Code.exe;2.37,2.31,1.88,1.66,1.47;325.40,189.79,249.05,70.00,152.59
92;2025-04-12 10:27:30;100.00,83.38;2300,2300;95.0;32.0;Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2;0.00,45.00,45.00;0.00,64.92,64.92;101;19.937538146972656;Code.exe,firefox.exe,firefox.exe,firefox.exe,Code.exe;3.91,2.77,2.46,2.40,2.18;328.11,330.21,66.59,242.42,102.36
93;2025-04-12 10:32:39;100.00,100.00;2300,2300;91.0;37.0;Wi-Fi 2,Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;71.90,0.00,71.90;66.51,0.00,66.51;106;19.971172332763672;Code.exe,Code.exe,Code.exe,firefox.exe,Code.exe;10.88,10.24,2.73,2.12,2.08;66.26,74.30,131.99,213.24,325.20
94;2025-04-12 10:37:43;100.00,93.57;2300,2300;81.0;29.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Ethernet 2,Wi-Fi 2;73.08,0.00,73.08;68.60,0.00,68.60;146;19.969470977783203;Code.exe,explorer.exe,firefox.exe,Code.exe,Code.exe;6.44,3.03,2.60,2.38,2.24;87.82,180.91,216.64,309.52,134.75
95;2025-04-12 10:42:45;86.03,63.49;2300,2300;79.0;28.0;Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2;0.00,73.36,73.36;0.00,68.95,68.95;132;19.969627380371094;Code.exe,explorer.exe,Code.exe,firefox.exe,Code.exe;6.00,2.81,2.50,2.39,2.12;88.10,203.95,303.12,219.36,134.13
96;2025-04-12 10:47:45;40.28,70.97;2300,2300;81.0;29.0;Wi-Fi 2,Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;74.05,0.00,74.05;69.45,0.00,69.45;153;19.969942092895508;Code.exe,Code.exe,explorer.exe,firefox.exe,Code.exe;5.94,3.29,2.59,2.26,2.07;87.06,321.01,205.01,231.20,134.72
97;2025-04-12 10:52:46;75.15,30.51;2300,2300;81.0;30.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2,Ethernet 2;74.52,74.52,0.00;69.60,69.60,0.00;141;19.976238250732422;Code.exe,Code.exe,explorer.exe,firefox.exe,Code.exe;5.43,3.01,2.51,2.12,1.92;66.96,320.95,211.61,234.03,130.58
98;2025-04-12 10:57:47;18.43,91.25;2300,2300;81.0;30.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2,Ethernet 2;74.65,74.65,0.00;69.64,69.64,0.00;143;19.976259231567383;Code.exe,Code.exe,explorer.exe,firefox.exe,Code.exe;5.00,2.77,2.32,1.99,1.81;66.34,320.53,211.07,226.81,129.98
99;2025-04-12 11:02:52;44.73,84.18;2300,2300;80.0;31.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Ethernet 2,Wi-Fi 2;84.30,0.00,84.30;69.98,0.00,69.98;141;19.979591369628906;Code.exe,Code.exe,explorer.exe,firefox.exe,Code.exe;4.63,2.57,2.17,1.88,1.68;66.02,297.27,207.86,224.70,121.68
100;2025-04-12 11:07:53;99.70,99.60;2300,2300;78.0;31.0;Ethernet 2,Wi-Fi 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;0.00,84.54,84.54;0.00,70.09,70.09;144;19.97959327697754;Code.exe,Code.exe,explorer.exe,firefox.exe,Code.exe;4.31,2.39,2.04,1.80,1.58;67.69,281.17,205.95,245.65,110.33
101;2025-04-12 11:12:54;97.35,99.59;2300,2300;80.0;28.0;Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2;0.00,95.19,95.19;0.00,72.26,72.26;199;19.97690200805664;Code.exe,Code.exe,explorer.exe,Code.exe,Code.exe;4.05,2.27,1.99,1.50,0.76;63.55,227.23,201.01,102.75,285.79
102;2025-04-12 11:17:55;46.91,25.58;2300,2300;63.0;11.0;Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2;0.00,95.79,95.79;0.00,72.85,72.85;125;19.976497650146484;Code.exe,Code.exe,explorer.exe,Code.exe,Code.exe;3.81,2.13,1.88,1.43,0.72;63.04,225.16,200.99,99.26,278.35
103;2025-04-12 11:22:59;100.00,100.00;2300,2300;78.0;15.0;Wi-Fi 2,Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;96.91,0.00,96.91;76.15,0.00,76.15;107;19.978849411010742;explorer.exe,firefox.exe,ctfmon.exe,Code.exe,firefox.exe;1.81,0.26,0.26,0.25,0.17;199.98,331.66,26.08,316.25,242.42
104;2025-04-12 11:27:21;100.00,100.00;2300,2300;88.0;0.0;Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2;0.00,2.27,2.27;0.00,1.18,1.18;180;19.970794677734375;Code.exe,powershell.exe,firefox.exe,monitor_sistema_per.exe,WindowsTerminal.exe;21.31,12.80,6.18,3.17,3.07;384.43,76.40,271.85,13.70,78.56
105;2025-04-12 11:27:22;100.00,100.00;2300,2300;89.0;0.0;Wi-Fi 2,Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;2.27,0.00,2.27;1.18,0.00,1.18;179;19.970800399780273;monitor_sistema_per.exe,taskhostw.exe,audiodg.exe,Code.exe,Spotify.exe;4.84,1.71,1.69,1.69,1.63;0.03,13.33,17.20,384.43,45.96
106;2025-04-12 11:32:28;90.44,99.56;2300,2300;94.0;26.0;Ethernet 2,Wi-Fi 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;0.00,4.37,4.37;0.00,3.13,3.13;178;19.977020263671875;Code.exe,Code.exe,Code.exe,Code.exe,Code.exe;20.91,11.75,7.50,5.46,3.74;311.38,90.87,398.48,318.66,132.30
107;2025-04-12 11:32:28;90.44,99.56;2300,2300;94.0;26.0;Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2;0.00,4.37,4.37;0.00,3.13,3.13;178;19.977020263671875;Code.exe,Code.exe,Code.exe,Code.exe,Code.exe;20.91,11.75,7.50,5.46,3.74;311.38,90.87,398.48,318.66,132.30
108;2025-04-12 11:37:31;100.00,100.00;2300,2300;92.0;29.0;Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2;0.00,6.79,6.79;0.00,4.19,4.19;182;19.97475242614746;Code.exe,Code.exe,Code.exe,Code.exe,firefox.exe;16.60,9.10,5.70,3.68,3.58;316.07,65.16,290.61,290.98,301.75
109;2025-04-12 11:37:31;100.00,100.00;2300,2300;92.0;29.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Ethernet 2,Wi-Fi 2;6.79,0.00,6.79;4.19,0.00,4.19;182;19.97475242614746;Code.exe,Code.exe,Code.exe,Code.exe,firefox.exe;16.60,9.10,5.70,3.68,3.58;316.07,65.16,290.61,290.98,301.75
110;2025-04-12 11:42:33;98.92,99.86;2300,2300;86.0;33.0;Wi-Fi 2,Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;7.59,0.00,7.59;4.95,0.00,4.95;164;19.97458267211914;Code.exe,Code.exe,Code.exe,firefox.exe,Code.exe;14.29,7.54,5.48,3.39,2.85;310.59,81.67,451.46,239.45,280.29
111;2025-04-12 11:42:33;99.12,99.88;2300,2300;86.0;33.0;Ethernet 2,Wi-Fi 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;0.00,7.59,7.59;0.00,4.95,4.95;164;19.97458267211914;Code.exe,monitor_sistema_per.exe,Code.exe,Code.exe,Code.exe;14.29,12.66,7.54,2.85,2.46;310.59,14.13,81.67,280.29,102.94
112;2025-04-12 11:47:35;100.00,100.00;2300,2300;87.0;33.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2,Ethernet 2;8.17,8.17,0.00;5.90,5.90,0.00;159;19.97479248046875;Code.exe,Code.exe,Code.exe,firefox.exe,Code.exe;16.64,8.59,6.14,2.93,2.88;319.50,74.50,446.00,241.91,104.31
113;2025-04-12 11:47:35;100.00,100.00;2300,2300;87.0;33.0;Ethernet 2,Wi-Fi 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;0.00,8.17,8.17;0.00,5.90,5.90;159;19.97479248046875;Code.exe,Code.exe,Code.exe,firefox.exe,Code.exe;16.64,8.59,6.14,2.93,2.88;319.50,74.50,446.00,241.91,104.31
114;2025-04-12 11:52:37;100.00,100.00;2300,2300;85.0;33.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Ethernet 2,Wi-Fi 2;8.56,0.00,8.56;6.52,0.00,6.52;159;19.974897384643555;Code.exe,Code.exe,Code.exe,Code.exe,firefox.exe;15.66,8.14,6.10,2.81,2.58;325.15,74.19,422.16,106.12,243.84
115;2025-04-12 11:52:37;100.00,100.00;2300,2300;85.0;33.0;Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2;0.00,8.56,8.56;0.00,6.52,6.52;159;19.974897384643555;Code.exe,Code.exe,Code.exe,Code.exe,firefox.exe;15.66,8.14,6.10,2.81,2.58;325.15,74.19,422.16,106.12,243.84
116;2025-04-12 11:57:39;100.00,100.00;2300,2300;89.0;35.0;Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2;0.00,9.13,9.13;0.00,6.98,6.98;164;19.975088119506836;Code.exe,Code.exe,Code.exe,firefox.exe,Code.exe;14.48,7.59,5.46,2.92,2.70;329.12,72.12,438.41,254.06,106.46
117;2025-04-12 11:57:39;100.00,100.00;2300,2300;89.0;35.0;Wi-Fi 2,Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;9.13,0.00,9.13;6.98,0.00,6.98;164;19.975088119506836;Code.exe,Code.exe,Code.exe,firefox.exe,Code.exe;14.48,7.59,5.46,2.92,2.70;329.12,72.12,438.41,254.06,106.46
118;2025-04-12 12:02:40;100.00,100.00;2300,2300;87.0;34.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2,Ethernet 2;9.39,9.39,0.00;7.23,7.23,0.00;155;19.977445602416992;firefox.exe,firefox.exe,Code.exe,TextInputHost.exe,WindowsTerminal.exe;17.82,9.90,4.75,4.26,3.96;247.02,255.85,432.41,39.93,71.21
119;2025-04-12 12:02:40;100.00,100.00;2300,2300;87.0;34.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2,Ethernet 2;9.39,9.39,0.00;7.23,7.23,0.00;155;19.977445602416992;Code.exe,Code.exe,TextInputHost.exe,firefox.exe,firefox.exe;13.69,4.75,4.04,2.96,2.51;295.65,432.41,39.93,247.02,255.85
120;2025-04-12 12:07:43;100.00,59.04;2300,2300;90.0;39.0;Ethernet 2,Wi-Fi 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;0.00,17.23,17.23;0.00,7.91,7.91;155;19.977466583251953;Code.exe,Code.exe,Code.exe,firefox.exe,firefox.exe;12.15,6.15,4.20,3.52,2.72;256.33,64.69,423.96,376.18,106.01
121;2025-04-12 12:07:43;100.00,57.28;2300,2300;90.0;39.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Ethernet 2,Wi-Fi 2;17.23,0.00,17.23;7.91,0.00,7.91;155;19.977466583251953;Code.exe,Code.exe,Code.exe,firefox.exe,firefox.exe;12.15,6.15,4.20,3.52,2.72;256.33,64.69,423.96,376.18,106.01
122;2025-04-12 12:12:43;100.00,100.00;2300,2300;90.0;39.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Ethernet 2,Wi-Fi 2;17.60,0.00,17.60;8.22,0.00,8.22;155;19.977405548095703;Code.exe,Code.exe,Code.exe,firefox.exe,Spotify.exe;11.50,5.81,3.84,3.26,2.81;329.01,68.71,427.12,356.96,217.76
123;2025-04-12 12:12:43;100.00,100.00;2300,2300;90.0;39.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Ethernet 2,Wi-Fi 2;17.60,0.00,17.60;8.22,0.00,8.22;155;19.977405548095703;Code.exe,Code.exe,Code.exe,firefox.exe,Spotify.exe;11.50,5.80,3.84,3.26,2.81;329.01,68.71,427.12,356.96,217.76
124;2025-04-12 12:17:44;100.00,100.00;2300,2300;89.0;40.0;Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2;0.00,18.01,18.01;0.00,8.58,8.58;168;19.977643966674805;Code.exe,Code.exe,Code.exe,firefox.exe,Spotify.exe;10.59,5.36,3.51,3.34,2.67;327.39,74.02,423.07,341.79,238.59
125;2025-04-12 12:17:44;100.00,100.00;2300,2300;89.0;40.0;Wi-Fi 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Ethernet 2;18.01,18.01,0.00;8.58,8.58,0.00;168;19.977643966674805;Code.exe,Code.exe,Code.exe,firefox.exe,Spotify.exe;10.59,5.36,3.51,3.34,2.67;327.39,74.02,423.07,341.79,238.59
126;2025-04-12 12:23:41;100.00,100.00;2300,2300;93.0;40.0;Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2;0.00,18.59,18.59;0.00,8.86,8.86;181;19.978090286254883;WindowsTerminal.exe,explorer.exe,audiodg.exe,Code.exe,firefox.exe;2.32,2.31,1.70,1.54,0.77;70.92,138.25,32.34,35.09,92.19
127;2025-04-12 12:23:43;100.00,100.00;2300,2300;93.0;41.0;Wi-Fi 2,Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;18.61,0.00,18.61;8.87,0.00,8.87;182;19.978090286254883;ctfmon.exe,Spotify.exe,StartMenuExperienceHost.exe,explorer.exe,firefox.exe;9.05,5.03,5.00,4.98,3.35;26.14,136.04,52.86,142.15,338.78
128;2025-04-12 12:28:46;100.00,100.00;2300,2300;90.0;39.0;Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2;0.00,1.98,1.98;0.00,0.85,0.85;166;19.998014450073242;audiodg.exe,Spotify.exe,Code.exe,monitor_sistema_per.exe,Code.exe;4.72,3.20,3.05,1.63,1.28;47.16,214.84,368.50,13.79,112.18
129;2025-04-12 12:28:47;100.00,100.00;2300,2300;90.0;39.0;Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2;0.00,1.98,1.98;0.00,0.85,0.85;166;19.99801254272461;monitor_sistema_per.exe,audiodg.exe,firefox.exe,WindowsTerminal.exe,firefox.exe;10.13,9.09,5.56,3.57,3.57;14.32,47.16,92.91,71.63,248.39
130;2025-04-12 12:33:47;99.94,99.85;2300,2300;92.0;38.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2,Ethernet 2;2.45,2.45,0.00;1.33,1.33,0.00;153;19.994422912597656;Code.exe,Code.exe,Code.exe,firefox.exe,firefox.exe;9.54,5.03,3.05,3.04,2.41;363.35,70.73,394.59,353.84,92.33
131;2025-04-12 12:33:48;99.91,99.89;2300,2300;92.0;38.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2,Ethernet 2;2.45,2.45,0.00;1.33,1.33,0.00;153;19.994428634643555;Code.exe,Code.exe,Code.exe,firefox.exe,firefox.exe;9.54,5.03,3.05,3.04,2.41;361.91,70.58,385.30,335.07,90.77
132;2025-04-12 12:38:48;89.84,99.45;2300,2300;93.0;39.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Ethernet 2,Wi-Fi 2;2.90,0.00,2.90;1.84,0.00,1.84;159;19.98310661315918;Code.exe,Code.exe,firefox.exe,Code.exe,firefox.exe;9.06,4.88,3.17,2.95,2.48;367.32,93.97,332.61,363.08,91.86
133;2025-04-12 12:43:50;78.05,99.87;2300,2300;92.0;45.0;Wi-Fi 2,Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;4.26,0.00,4.26;2.77,0.00,2.77;190;19.98380470275879;Code.exe,Code.exe,firefox.exe,Code.exe,firefox.exe;8.94,5.16,3.14,2.85,2.45;325.95,83.48,249.65,307.14,60.30
134;2025-04-12 12:48:50;96.62,96.01;2300,2300;90.0;46.0;Ethernet 2,Wi-Fi 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;0.00,4.61,4.61;0.00,3.20,3.20;158;19.994714736938477;Code.exe,Code.exe,firefox.exe,Code.exe,firefox.exe;8.50,4.94,3.34,2.68,2.46;328.81,88.11,259.26,302.50,82.79
135;2025-04-12 12:53:51;70.09,97.48;2300,2300;86.0;46.0;Ethernet 2,Wi-Fi 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;0.00,4.84,4.84;0.00,3.36,3.36;149;19.994956970214844;Code.exe,Code.exe,firefox.exe,Code.exe,firefox.exe;8.49,5.41,3.17,2.57,2.37;324.15,72.29,237.79,267.60,82.39
136;2025-04-12 12:58:52;100.00,100.00;2300,2300;84.0;46.0;Wi-Fi 2,Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;5.26,0.00,5.26;3.74,0.00,3.74;155;19.995012283325195;Code.exe,Code.exe,firefox.exe,Code.exe,firefox.exe;8.25,5.39,3.10,2.48,2.32;257.08,66.17,232.40,305.91,69.56
137;2025-04-12 13:03:53;83.73,61.63;2300,2300;82.0;46.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Wi-Fi 2,Ethernet 2;5.74,5.74,0.00;3.96,3.96,0.00;164;20.002634048461914;Code.exe,Code.exe,firefox.exe,Code.exe,firefox.exe;7.83,5.11,2.95,2.36,2.20;241.31,64.77,226.71,296.10,90.27
138;2025-04-12 13:08:54;64.62,42.04;2300,2300;86.0;48.0;Wi-Fi 2,Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;6.21,0.00,6.21;4.48,0.00,4.48;160;20.019010543823242;Code.exe,Code.exe,firefox.exe,Code.exe,firefox.exe;7.44,4.86,2.88,2.24,2.15;241.55,64.81,247.13,296.10,70.90
139;2025-04-12 13:14:06;34.85,30.65;2300,2300;95.0;71.0;Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000,Ethernet 2,Wi-Fi 2;7.36,0.00,7.36;5.83,0.00,5.83;175;20.154556274414062;Code.exe,WINWORD.EXE,rust-analyzer.exe,Code.exe,msedge.exe;0.43,0.41,0.36,0.14,0.04;247.80,168.86,704.08,359.98,27.25
140;2025-04-12 13:19:10;47.69,56.08;2300,2300;88.0;70.0;Wi-Fi 2,Ethernet 2,Wi-Fi 2-VirtualBox NDIS Light-Weight Filter-0000;7.94,0.00,7.94;6.09,0.00,6.09;160;20.152284622192383;Code.exe,Code.exe,firefox.exe,Code.exe,firefox.exe;6.78,4.60,2.67,2.04,1.98;64.28,60.53,119.20,2.57,44.07
